age,revenu_mensuel,revolving_utilization,debt_ratio,nb_open_credit_lines,nb_real_estate_loans,nb_dependents,nb_30_59_days_late,nb_60_89_days_late,nb_90_days_late,SeriousDlqin2yrs
35,3690.0,0.124,0.091,3,1,0,0,0,0,0
43,4842.0,0.091,0.326,4,2,1,0,0,0,0
41,4798.0,0.172,0.784,1,0,2,0,0,0,0
65,2500.0,0.319,0.294,5,0,1,0,0,0,0
49,2500.0,0.309,0.697,2,0,1,0,0,0,0
36,2500.0,0.185,0.377,6,0,2,0,0,0,0
28,2522.0,0.216,0.28,7,1,1,1,0,0,0
21,3013.0,0.059,0.506,4,1,1,0,0,0,0
40,5708.0,0.106,0.206,2,0,1,0,0,0,0
30,6244.0,0.284,0.377,1,1,2,0,0,0,0
23,3191.0,0.263,0.209,1,0,1,0,0,0,0
31,3252.0,0.207,0.486,3,0,1,1,0,0,0
27,2651.0,0.13,0.149,8,1,0,1,0,0,0
54,3790.0,0.06,0.157,2,0,0,0,0,0,0
46,3988.0,0.146,0.22,3,0,2,0,0,0,0
37,5234.0,0.263,0.199,3,1,3,0,0,0,1
52,5215.0,0.006,0.171,3,0,1,0,0,0,0
38,2500.0,0.184,0.431,3,1,3,0,0,0,0
29,3399.0,0.193,0.435,2,0,3,2,0,0,1
53,6788.0,0.319,0.377,4,0,0,1,1,0,1
43,2989.0,0.491,0.099,5,0,1,0,1,0,1
27,6079.0,0.369,0.27,3,1,1,0,0,0,0
36,3172.0,0.264,0.274,2,1,1,0,0,0,1
29,3939.0,0.141,0.356,6,1,2,1,0,0,0
24,2500.0,0.305,0.56,5,0,0,0,0,1,1
47,2500.0,0.133,0.521,4,0,1,1,0,0,0
57,5047.0,0.166,0.337,6,1,0,0,0,1,0
24,5414.0,0.182,0.212,1,1,3,0,0,0,0
43,3685.0,0.176,0.333,3,0,2,2,0,0,0
31,2500.0,0.299,0.405,4,0,0,0,0,0,0
33,3713.0,0.313,0.07,3,0,3,0,0,0,0
32,6411.0,0.188,0.25,1,1,1,2,0,1,0
29,7977.0,0.411,0.125,2,0,5,1,0,0,0
38,3157.0,0.676,0.456,2,3,2,0,0,0,0
29,2500.0,0.442,0.446,2,0,1,0,0,0,0
40,5314.0,0.474,0.642,5,0,2,0,0,1,1
37,3216.0,0.164,0.212,2,1,3,1,0,0,0
35,5566.0,0.219,0.179,1,0,1,0,0,0,0
28,4132.0,0.343,0.233,6,0,1,0,0,0,0
32,2500.0,0.672,0.055,1,0,0,0,0,0,0
45,3738.0,0.226,0.118,1,1,2,1,0,0,0
43,6560.0,0.388,0.217,4,0,0,1,0,0,0
28,3405.0,0.362,0.344,1,1,1,0,0,0,0
38,2500.0,0.076,0.119,4,0,1,1,1,0,1
45,2500.0,0.099,0.239,5,2,2,0,1,0,0
21,2572.0,0.512,0.528,7,0,2,0,0,0,0
43,3027.0,0.446,0.502,4,0,1,0,0,0,0
31,5266.0,0.255,0.495,8,0,4,0,0,0,0
43,2500.0,0.135,0.079,5,0,0,0,0,0,0
30,7326.0,0.124,0.271,7,0,1,1,0,0,0
20,2500.0,0.062,0.448,4,0,0,0,0,0,0
21,10396.0,0.349,0.299,1,0,0,0,0,1,0
38,7915.0,0.083,0.354,5,0,2,1,0,0,0
40,3880.0,0.124,0.28,3,0,2,0,0,0,0
28,2500.0,0.25,0.586,3,1,1,0,1,0,0
44,3551.0,0.514,0.405,5,0,2,0,0,0,0
21,3059.0,0.329,0.705,5,1,0,0,0,0,0
37,2500.0,0.52,0.881,1,1,3,0,0,0,0
25,4150.0,0.385,0.495,3,0,2,1,0,0,0
31,2513.0,0.543,0.608,2,0,1,1,0,0,0
38,2639.0,0.087,0.519,3,0,2,0,0,0,0
29,3322.0,0.195,0.345,2,0,4,1,1,0,0
34,2811.0,0.242,0.563,5,0,2,1,0,0,0
48,9276.0,0.159,0.112,1,1,1,0,0,0,0
32,2861.0,0.519,0.041,1,0,3,0,0,0,0
46,4440.0,0.208,0.458,1,2,5,0,0,0,0
26,3887.0,0.464,0.306,5,1,2,1,0,0,0
43,4267.0,0.236,0.369,9,0,4,0,0,0,0
52,4416.0,0.134,0.159,2,0,2,0,0,0,0
20,5413.0,0.221,0.732,5,0,0,1,0,0,0
30,4105.0,0.55,0.474,1,1,4,1,0,0,1
43,4029.0,0.365,0.901,3,3,2,0,1,0,1
35,3738.0,0.12,0.555,4,0,3,0,0,0,0
41,3421.0,0.417,0.047,6,1,1,0,1,0,0
31,2500.0,0.391,0.572,5,0,1,0,0,0,0
38,3543.0,0.224,0.401,4,0,2,0,1,0,0
36,4059.0,0.229,0.722,5,0,3,0,0,0,0
49,4363.0,0.366,0.509,5,1,1,2,0,0,1
40,3949.0,0.241,0.428,3,0,2,0,0,0,0
41,3279.0,0.384,0.591,4,0,4,0,0,0,1
33,3549.0,0.225,0.22,5,1,0,1,0,0,0
33,2838.0,0.344,0.157,5,0,1,0,0,0,0
33,4192.0,0.253,0.132,3,1,0,0,0,0,1
41,3296.0,0.613,0.254,4,0,0,1,0,0,0
33,3949.0,0.47,0.189,3,1,1,0,0,0,0
40,5712.0,0.104,0.233,1,0,2,0,0,1,0
58,2646.0,0.357,0.35,3,0,0,1,0,0,1
46,4762.0,0.02,0.519,6,0,0,0,1,0,0
34,3696.0,0.296,0.416,3,0,1,0,0,0,0
50,9041.0,0.311,0.193,7,1,5,0,0,0,0
33,3303.0,0.107,0.311,0,0,2,0,0,0,0
20,4978.0,0.436,0.405,5,0,1,0,0,0,0
27,3666.0,0.414,0.405,2,0,3,0,0,0,0
20,2500.0,0.393,0.349,5,1,2,0,0,0,0
34,2880.0,0.397,0.493,6,0,4,0,0,0,0
38,5411.0,0.348,0.329,7,0,1,0,0,1,1
54,2997.0,0.374,0.388,4,0,3,0,0,0,0
41,2500.0,0.061,0.209,5,1,1,1,0,0,0
35,3590.0,0.491,0.197,6,1,1,0,0,0,0
46,2500.0,0.336,0.07,4,0,0,0,0,0,0
20,3863.0,0.088,0.463,5,0,2,1,0,0,0
40,7317.0,0.3,0.491,3,0,3,0,0,0,0
45,5147.0,0.218,0.028,3,0,1,0,0,0,0
23,7270.0,0.155,0.488,3,0,2,0,0,0,0
49,2828.0,0.71,0.339,3,0,0,0,0,1,0
41,3414.0,0.324,0.264,3,0,3,0,0,0,0
33,2500.0,0.198,0.387,7,0,1,2,1,0,1
44,2676.0,0.095,0.397,6,0,3,0,0,0,0
60,2500.0,0.287,0.464,3,1,0,0,1,0,0
39,2500.0,0.203,0.636,1,2,0,2,0,0,0
40,6732.0,0.24,0.466,6,0,1,0,0,0,0
33,2500.0,0.249,0.156,3,2,2,1,0,1,0
29,6745.0,0.173,0.438,1,1,1,0,1,0,0
46,6379.0,0.292,0.519,3,0,2,1,0,0,0
29,4559.0,0.039,0.31,5,0,1,1,0,0,0
38,2500.0,0.169,0.555,5,1,0,1,0,0,1
33,2500.0,0.155,0.384,1,0,1,0,0,0,0
42,2845.0,0.121,0.286,2,0,1,2,0,0,0
41,4824.0,0.27,0.385,5,0,3,0,0,1,1
48,3646.0,0.439,0.301,7,0,1,0,0,0,0
32,2500.0,0.312,0.151,5,1,2,1,0,0,0
35,6104.0,0.205,0.407,7,0,3,0,0,0,0
28,7770.0,0.174,0.283,6,0,4,0,0,1,0
33,3288.0,0.559,0.724,3,0,0,0,0,0,0
41,3825.0,0.154,0.28,5,0,1,1,0,0,0
45,2500.0,0.111,0.395,2,1,0,0,0,0,0
28,3022.0,0.554,0.314,0,1,1,0,0,0,0
46,4581.0,0.398,0.143,4,0,1,0,0,0,0
51,4271.0,0.533,0.117,6,1,0,0,0,0,0
42,2897.0,0.261,0.106,8,1,3,0,0,0,0
56,3218.0,0.126,0.265,3,0,0,1,0,0,0
30,2977.0,0.274,0.101,5,0,2,0,0,0,0
25,3212.0,0.118,0.522,4,0,0,1,0,0,0
20,4405.0,0.019,0.312,8,0,0,0,0,0,0
52,2500.0,0.274,0.209,1,0,4,0,0,0,0
44,3521.0,0.213,0.361,4,0,5,0,0,0,0
37,4262.0,0.062,0.47,2,0,2,0,0,0,0
40,2817.0,0.059,0.614,6,0,3,0,0,1,1
26,2935.0,0.573,0.242,4,0,1,0,1,1,0
62,2973.0,0.102,0.349,2,1,0,0,0,0,0
39,2935.0,0.385,0.256,7,0,2,0,0,0,1
39,3651.0,0.38,0.605,3,0,0,0,0,0,1
45,3859.0,0.38,0.575,5,2,2,0,0,0,0
42,2500.0,0.442,0.765,7,0,1,0,0,0,0
40,4884.0,0.064,0.137,6,1,0,0,0,0,0
30,3196.0,0.102,0.131,3,3,0,0,0,0,0
42,8689.0,0.241,0.213,3,0,2,0,0,0,0
56,2500.0,0.481,0.013,5,2,0,1,0,0,0
51,2500.0,0.121,0.051,1,0,3,0,0,0,0
53,3323.0,0.184,0.067,3,0,0,0,1,0,0
32,4385.0,0.154,0.372,3,0,3,0,0,1,0
28,2500.0,0.138,0.567,4,0,0,0,0,0,1
36,2507.0,0.375,0.176,4,1,4,0,0,0,0
38,4751.0,0.407,0.21,2,1,0,1,1,0,0
48,2500.0,0.457,0.221,5,0,2,1,0,0,0
21,6745.0,0.11,0.359,7,0,0,0,0,0,0
53,2968.0,0.221,0.419,1,0,0,1,0,0,0
36,2500.0,0.395,0.202,4,0,4,1,0,0,0
33,4792.0,0.309,0.427,9,1,1,0,0,0,0
27,7506.0,0.127,0.13,2,0,1,0,0,0,0
21,4391.0,0.735,0.352,4,2,1,0,3,0,1
46,6420.0,0.239,0.533,2,0,1,0,0,0,0
38,7743.0,0.205,0.32,5,0,2,0,2,0,0
25,2500.0,0.092,0.355,2,1,0,0,0,1,1
25,5554.0,0.164,0.413,1,1,1,0,0,0,0
34,2500.0,0.251,0.412,3,1,2,0,0,0,0
54,4408.0,0.136,0.484,2,1,3,0,0,1,0
35,3526.0,0.072,0.208,6,0,1,1,1,0,0
22,6370.0,0.203,0.485,4,0,1,0,1,0,0
35,6170.0,0.173,0.3,4,1,2,0,1,1,0
35,4705.0,0.427,0.317,4,0,2,0,1,0,1
20,4164.0,0.213,0.498,6,0,3,0,0,1,0
37,4577.0,0.045,0.324,1,0,0,0,0,0,0
35,3744.0,0.238,0.287,8,1,3,0,0,0,0
44,3542.0,0.192,0.177,2,0,3,0,0,0,0
56,6969.0,0.491,0.473,5,1,1,0,0,0,0
49,7356.0,0.476,0.525,5,0,3,0,0,0,0
35,3416.0,0.29,0.335,4,0,3,1,0,0,0
26,4052.0,0.367,0.593,2,1,4,0,0,0,0
63,3777.0,0.529,0.506,5,0,2,0,0,0,1
38,2500.0,0.442,0.125,3,0,0,0,1,0,0
38,3129.0,0.508,0.121,4,1,2,0,0,0,0
37,7479.0,0.288,0.148,1,0,1,0,0,0,0
39,2598.0,0.253,0.494,1,0,1,1,0,0,0
36,9429.0,0.185,0.125,4,0,4,0,0,0,0
32,6170.0,0.11,0.239,6,0,2,1,0,0,0
32,4362.0,0.517,0.624,2,0,0,0,0,0,0
37,4686.0,0.194,0.241,1,0,0,1,0,0,1
32,2500.0,0.108,0.423,4,1,3,0,0,0,0
30,3231.0,0.442,0.145,2,1,6,1,0,0,0
39,6965.0,0.443,0.044,8,1,1,1,0,0,1
35,2761.0,0.178,0.421,2,0,2,0,0,1,0
53,5869.0,0.628,0.599,5,0,3,0,0,0,0
20,2500.0,0.267,0.489,3,1,1,0,0,0,0
48,2500.0,0.36,0.526,3,1,0,0,1,0,0
50,8567.0,0.073,0.22,3,2,0,1,0,0,0
20,3622.0,0.108,0.264,4,1,3,0,0,0,0
34,2857.0,0.545,0.394,9,0,4,0,0,0,0
34,6723.0,0.152,0.302,9,0,5,0,0,0,0
23,6378.0,0.109,0.115,4,0,1,0,0,0,0
30,5510.0,0.484,0.67,8,2,0,0,0,0,0
26,2817.0,0.049,0.201,3,0,0,0,0,0,0
55,3200.0,0.203,0.196,8,0,3,1,1,0,1
47,4189.0,0.144,0.29,6,1,1,0,0,0,0
50,4976.0,0.101,0.314,3,1,0,0,0,0,0
45,2896.0,0.036,0.147,4,0,2,0,0,1,0
26,3932.0,0.324,0.053,3,0,1,0,0,0,0
32,4106.0,0.336,0.708,3,1,1,1,0,0,1
42,6497.0,0.498,0.331,2,0,1,0,0,0,0
25,5113.0,0.265,0.574,2,0,0,1,0,0,0
45,2500.0,0.3,0.186,4,0,1,0,0,0,0
35,3307.0,0.323,0.13,5,1,1,1,0,1,1
34,2500.0,0.415,0.373,4,0,3,0,0,0,0
45,4702.0,0.252,0.601,3,0,1,0,0,0,0
42,5516.0,0.445,0.582,0,0,1,0,0,0,0
34,3811.0,0.27,0.05,7,0,3,0,0,0,0
49,3227.0,0.103,0.417,2,0,1,0,0,0,0
27,3756.0,0.427,0.26,2,0,1,0,0,0,0
44,4000.0,0.422,0.139,2,0,2,1,0,0,0
43,2730.0,0.202,0.725,4,2,2,0,0,0,0
34,2500.0,0.148,0.68,4,0,3,0,0,0,0
41,2500.0,0.295,0.037,6,1,2,1,0,0,0
25,6440.0,0.376,0.157,6,0,1,0,0,1,0
47,4552.0,0.586,0.405,3,0,3,0,0,0,0
36,4286.0,0.538,0.749,2,1,2,1,0,0,0
32,6434.0,0.17,0.309,4,0,0,1,1,1,1
48,2500.0,0.362,0.179,5,1,2,0,0,0,0
30,2500.0,0.704,0.098,4,0,1,0,0,0,0
23,4328.0,0.105,0.018,7,0,2,0,0,0,0
22,4155.0,0.306,0.093,4,0,2,0,1,0,0
44,2500.0,0.206,0.215,3,0,1,1,0,0,0
25,4280.0,0.215,0.498,3,0,1,0,1,0,0
55,3041.0,0.513,0.5,5,1,4,0,0,0,0
20,2532.0,0.494,0.075,1,0,3,0,0,0,0
54,3134.0,0.356,0.076,7,0,1,0,0,0,1
40,2500.0,0.185,0.128,4,1,0,0,0,2,0
37,2790.0,0.304,0.175,3,1,1,0,0,0,0
32,2652.0,0.506,0.245,2,0,0,0,0,0,0
41,4678.0,0.347,0.559,2,0,2,1,0,1,0
37,3391.0,0.243,0.224,3,1,0,0,0,0,0
49,4854.0,0.247,0.172,2,2,1,1,0,0,0
39,2500.0,0.032,0.645,5,0,2,1,0,1,1
39,2500.0,0.457,0.506,4,1,0,1,0,0,0
34,4676.0,0.33,0.403,5,1,0,1,1,0,0
37,3168.0,0.127,0.015,1,0,0,0,0,0,0
41,5327.0,0.136,0.161,8,0,3,0,0,0,0
20,2500.0,0.255,0.329,3,0,1,1,0,0,0
24,5059.0,0.188,0.56,3,0,4,0,0,0,0
45,2731.0,0.318,0.57,2,0,3,0,0,0,1
39,2614.0,0.415,0.055,12,1,2,0,0,0,0
36,5687.0,0.281,0.324,3,0,1,0,0,0,0
38,6142.0,0.091,0.656,3,0,1,0,0,0,0
41,5800.0,0.049,0.447,2,0,0,1,0,0,0
32,9112.0,0.459,0.719,3,0,2,0,0,0,0
30,6439.0,0.206,0.455,5,1,1,0,0,0,1
39,2545.0,0.344,0.268,3,0,1,3,0,0,0
28,3881.0,0.481,0.519,4,0,0,1,0,0,1
42,3096.0,0.322,0.312,2,1,4,0,0,0,0
20,9073.0,0.379,0.317,5,2,5,0,0,0,0
48,5986.0,0.294,0.625,7,0,0,0,0,0,0
42,3344.0,0.052,0.471,2,0,2,0,0,0,0
40,5405.0,0.526,0.435,4,1,1,2,0,0,1
47,2500.0,0.273,0.214,2,0,2,0,0,0,0
54,4075.0,0.122,0.575,3,0,3,0,0,0,0
48,2500.0,0.143,0.519,2,1,2,0,0,0,0
20,2500.0,0.113,0.503,2,1,1,1,0,0,0
25,5182.0,0.195,0.74,4,0,0,0,0,1,1
31,5480.0,0.137,0.105,3,1,2,1,0,0,0
38,4473.0,0.282,0.224,5,0,3,0,0,0,0
43,3353.0,0.172,0.117,1,1,4,1,0,0,0
30,2500.0,0.189,0.131,9,0,1,0,0,0,0
39,2500.0,0.273,0.518,1,0,2,0,0,0,0
30,2500.0,0.485,0.429,4,0,1,0,0,0,0
31,3278.0,0.218,0.175,2,1,1,0,0,0,0
23,5909.0,0.055,0.255,8,0,3,0,0,0,0
28,5867.0,0.2,0.286,3,0,1,0,0,0,0
24,2500.0,0.503,0.25,4,0,1,0,0,0,0
28,2665.0,0.443,0.288,2,1,0,0,1,0,1
48,2633.0,0.461,0.145,4,0,1,0,0,0,0
28,2500.0,0.374,0.517,4,2,1,0,0,0,0
64,4697.0,0.163,0.386,4,2,2,0,0,0,0
42,3259.0,0.298,0.245,6,0,1,0,2,0,1
39,3460.0,0.195,0.276,0,1,4,0,0,0,0
29,6672.0,0.569,0.463,2,0,1,0,0,0,0
45,3789.0,0.614,0.508,4,0,1,0,1,1,1
32,2999.0,0.732,0.498,3,1,3,0,0,0,0
39,4710.0,0.285,0.279,3,3,2,0,0,1,1
63,5863.0,0.336,0.297,5,0,2,1,1,0,0
37,4161.0,0.55,0.197,3,1,2,0,1,0,1
49,4965.0,0.056,0.175,5,0,0,0,0,0,0
30,3410.0,0.329,0.444,3,1,0,0,0,0,0
37,3509.0,0.642,0.128,6,0,1,0,1,0,0
55,3831.0,0.262,0.248,5,0,2,0,0,1,0
31,2594.0,0.16,0.068,6,0,2,0,0,0,0
56,2820.0,0.173,0.091,5,0,1,0,0,0,0
45,6769.0,0.162,0.026,3,0,1,0,1,0,0
32,8987.0,0.563,0.514,6,0,4,0,0,0,1
44,7454.0,0.112,0.41,5,0,2,0,0,0,0
47,2500.0,0.216,0.38,4,0,0,0,1,0,1
44,2500.0,0.393,0.307,3,0,0,0,0,0,0
22,2500.0,0.074,0.327,3,0,1,0,1,1,1
30,3868.0,0.217,0.437,4,0,1,1,0,0,0
35,2500.0,0.558,0.167,2,0,2,0,0,0,0
37,2793.0,0.104,0.434,2,0,1,0,0,0,0
44,6858.0,0.153,0.41,3,0,0,0,0,0,0
39,5665.0,0.271,0.588,1,0,1,0,0,1,1
24,2895.0,0.295,0.416,2,0,2,0,0,0,0
41,2996.0,0.204,0.401,6,0,3,1,1,0,0
44,4700.0,0.374,0.021,6,0,2,0,0,0,0
43,5546.0,0.439,0.37,5,1,3,0,0,0,0
48,2864.0,0.497,0.158,3,1,1,0,0,0,0
46,3277.0,0.245,0.425,2,0,1,0,0,0,0
42,2822.0,0.328,0.562,2,0,2,0,0,0,0
37,2500.0,0.39,0.288,3,1,2,1,0,0,0
21,3298.0,0.254,0.387,3,0,4,1,1,0,0
42,3187.0,0.335,0.242,4,0,1,2,0,0,0
40,2500.0,0.256,0.224,3,0,2,1,0,0,0
40,4869.0,0.295,0.419,2,1,1,0,0,0,0
25,4526.0,0.228,0.176,4,0,2,0,0,0,1
27,4979.0,0.448,0.193,7,0,1,0,0,0,0
48,2577.0,0.269,0.133,6,0,1,1,0,0,0
37,2500.0,0.197,0.308,5,0,1,0,0,0,0
44,4493.0,0.792,0.03,5,0,3,0,0,0,0
38,2700.0,0.157,0.197,6,0,1,0,0,0,0
38,2500.0,0.241,0.317,5,0,3,2,0,0,0
47,2500.0,0.11,0.192,3,0,1,0,0,0,0
32,3217.0,0.432,0.086,5,2,1,1,0,0,0
38,7404.0,0.223,0.457,2,0,2,0,0,0,0
33,2900.0,0.235,0.353,7,0,1,0,0,1,1
33,2500.0,0.399,0.239,2,0,3,1,0,0,0
34,4882.0,0.059,0.518,3,0,2,0,0,0,0
40,3935.0,0.095,0.616,8,1,2,0,0,0,0
33,2500.0,0.566,0.236,4,3,3,0,0,0,0
50,4905.0,0.534,0.2,5,0,1,2,0,0,1
29,9488.0,0.355,0.112,4,2,0,0,0,0,0
36,2500.0,0.364,0.224,4,0,0,0,0,0,0
33,2500.0,0.146,0.438,0,0,2,1,0,0,0
52,2500.0,0.213,0.293,8,0,2,0,0,0,0
39,3520.0,0.251,0.279,6,1,2,0,1,0,1
48,5685.0,0.28,0.36,2,0,1,1,0,0,0
23,3818.0,0.244,0.59,7,0,1,0,1,0,1
40,6812.0,0.33,0.753,4,0,2,0,0,0,1
46,5291.0,0.59,0.37,4,0,2,0,0,0,0
38,7832.0,0.087,0.266,4,1,1,0,0,0,0
48,6137.0,0.263,0.215,7,0,1,0,0,0,0
32,3037.0,0.318,0.437,4,1,3,0,0,0,0
52,3752.0,0.733,0.64,5,0,4,1,0,0,1
60,2500.0,0.342,0.143,5,0,1,1,0,0,0
34,3282.0,0.397,0.8,1,0,1,0,0,0,0
33,3744.0,0.025,0.287,3,1,2,0,0,0,0
52,3504.0,0.389,0.143,6,0,1,1,1,0,1
53,6661.0,0.306,0.627,3,0,1,0,0,0,0
32,3138.0,0.095,0.395,3,0,1,1,0,1,1
33,2500.0,0.573,0.128,6,0,2,0,0,0,0
35,2500.0,0.361,0.333,8,0,3,0,1,0,0
24,4889.0,0.631,0.633,4,1,2,0,0,0,1
28,2500.0,0.283,0.633,5,0,2,0,0,0,1
27,3326.0,0.225,0.683,7,0,1,1,0,0,0
30,6617.0,0.127,0.277,1,3,1,1,0,0,0
37,4153.0,0.36,0.26,6,0,4,0,0,0,0
40,3521.0,0.124,0.386,3,0,3,1,0,0,0
53,3583.0,0.439,0.076,1,1,2,0,0,0,0
28,2500.0,0.535,0.238,5,0,3,0,0,0,0
47,2500.0,0.242,0.573,4,1,0,0,0,0,0
35,3335.0,0.017,0.367,2,1,3,0,0,0,0
37,4114.0,0.325,0.424,7,0,0,0,0,0,0
44,5578.0,0.017,0.396,2,1,0,0,1,0,0
26,3796.0,0.153,0.324,6,0,1,1,0,0,0
41,6693.0,0.124,0.763,5,2,2,0,0,0,0
39,7498.0,0.052,0.177,2,1,2,0,1,0,1
42,5208.0,0.223,0.459,3,0,3,0,0,1,0
40,6319.0,0.374,0.162,5,0,0,0,0,0,0
62,2500.0,0.53,0.356,5,1,1,0,0,1,0
31,2500.0,0.177,0.548,5,0,2,1,0,0,0
32,4597.0,0.157,0.154,2,0,0,0,0,0,0
31,2500.0,0.244,0.663,3,1,1,2,0,0,0
32,3195.0,0.199,0.439,4,0,3,1,0,0,0
31,5151.0,0.295,0.322,0,0,1,1,1,0,0
49,6878.0,0.013,0.115,4,0,4,0,0,0,0
52,3247.0,0.092,0.578,5,0,1,1,0,1,0
32,2718.0,0.201,0.618,6,0,2,0,0,0,0
29,4206.0,0.34,0.22,2,3,3,0,0,0,0
42,2500.0,0.177,0.176,4,0,1,0,0,0,0
32,3368.0,0.312,0.462,2,1,1,0,0,0,0
44,3628.0,0.258,0.298,3,0,0,0,0,0,0
40,3595.0,0.508,0.075,5,0,0,0,1,1,1
22,3789.0,0.2,0.656,6,0,0,0,0,0,0
53,2501.0,0.139,0.277,3,0,3,0,0,0,0
55,2625.0,0.222,0.298,7,0,2,0,0,0,0
31,2601.0,0.325,0.38,6,0,3,0,1,0,0
34,2500.0,0.644,0.089,4,0,1,0,0,0,0
40,4246.0,0.399,0.295,3,0,1,0,0,0,0
41,5446.0,0.101,0.066,4,1,2,0,0,0,0
44,5210.0,0.651,0.491,4,0,0,0,0,1,1
58,3235.0,0.145,0.503,3,1,3,0,0,0,0
36,2528.0,0.277,0.329,4,0,4,1,0,0,0
30,5090.0,0.468,0.143,5,1,2,1,1,0,0
24,4854.0,0.555,0.171,4,0,4,0,0,0,0
30,4015.0,0.176,0.632,4,0,1,2,0,0,1
37,7982.0,0.063,0.096,4,0,5,0,0,0,0
55,3598.0,0.244,0.11,6,0,1,1,0,0,0
32,3243.0,0.135,0.383,6,0,1,0,0,0,1
40,3041.0,0.467,0.098,3,0,1,1,0,0,0
37,2500.0,0.587,0.524,4,0,2,0,0,0,0
49,4903.0,0.219,0.147,6,0,2,0,0,0,0
63,3472.0,0.391,0.387,5,1,0,0,0,0,0
32,4580.0,0.243,0.749,3,0,0,0,0,0,0
33,8340.0,0.019,0.219,2,0,2,0,1,0,0
48,3054.0,0.161,0.468,4,0,2,1,0,0,0
44,2500.0,0.101,0.237,4,0,3,0,0,0,0
56,4521.0,0.192,0.447,4,0,1,1,0,0,0
43,3925.0,0.042,0.164,10,0,3,0,0,0,0
34,2619.0,0.348,0.147,3,1,2,0,0,0,0
43,4354.0,0.525,0.712,5,0,2,0,0,0,0
49,5186.0,0.457,0.501,4,1,0,1,0,0,0
46,2500.0,0.259,0.544,3,1,2,0,0,0,0
43,3179.0,0.232,0.239,0,1,0,0,0,0,0
48,7077.0,0.438,0.235,4,0,0,0,0,0,0
49,2631.0,0.091,0.39,4,3,1,0,0,0,0
51,3752.0,0.329,0.303,2,0,3,0,1,0,1
44,2500.0,0.379,0.444,3,0,1,0,0,0,0
36,2500.0,0.161,0.535,1,0,3,0,1,0,0
39,3908.0,0.11,0.356,2,3,3,0,1,0,0
50,6327.0,0.405,0.539,4,0,2,0,0,0,0
29,2500.0,0.159,0.343,5,0,1,0,0,0,0
41,3765.0,0.205,0.232,3,0,5,0,0,0,0
34,3075.0,0.031,0.446,4,1,1,0,0,1,0
38,5591.0,0.079,0.1,3,0,2,0,0,0,0
50,2500.0,0.409,0.413,4,0,0,0,0,0,0
39,4418.0,0.381,0.273,2,0,1,0,0,0,0
38,2713.0,0.207,0.263,5,1,1,0,0,0,0
24,4025.0,0.36,0.087,7,2,0,0,0,0,0
45,3756.0,0.293,0.4,2,1,3,0,0,0,1
44,3251.0,0.283,0.32,3,0,2,0,0,0,0
59,4514.0,0.404,0.107,2,0,2,1,0,0,0
34,3713.0,0.12,0.441,3,1,4,0,0,0,0
40,3430.0,0.399,0.457,1,1,0,1,0,1,1
40,3101.0,0.458,0.588,5,0,1,0,0,0,0
53,3770.0,0.114,0.593,1,0,2,0,0,0,0
37,4024.0,0.15,0.226,4,0,0,0,0,0,0
40,2500.0,0.088,0.298,5,1,3,0,0,0,0
44,3111.0,0.454,0.408,4,0,0,0,0,0,0
39,2500.0,0.489,0.323,6,0,1,0,0,0,0
33,3576.0,0.517,0.256,5,0,1,1,0,0,1
39,2789.0,0.293,0.315,5,3,0,2,0,0,0
48,5151.0,0.313,0.12,1,1,2,0,0,0,0
27,4928.0,0.407,0.635,6,1,0,0,0,0,0
39,2500.0,0.359,0.033,4,1,0,0,0,0,0
30,3637.0,0.474,0.385,2,1,1,2,0,0,0
49,4853.0,0.298,0.06,3,0,3,0,0,0,0
22,3365.0,0.353,0.194,4,2,4,0,0,0,0
32,2624.0,0.077,0.45,3,0,1,0,0,0,0
41,2500.0,0.594,0.519,6,1,1,0,0,0,0
53,5348.0,0.665,0.129,0,3,4,0,0,0,0
37,5466.0,0.392,0.509,7,1,1,0,0,0,0
32,3316.0,0.223,0.26,4,2,5,0,0,0,0
56,5140.0,0.25,0.113,4,0,3,2,1,0,0
23,2500.0,0.149,0.354,2,2,2,0,0,0,0
20,6617.0,0.354,0.093,5,0,0,0,0,0,0
42,3393.0,0.638,0.568,8,0,0,0,1,0,1
32,3881.0,0.228,0.316,5,0,1,0,0,0,1
27,3152.0,0.179,0.082,5,0,1,1,0,0,0
45,6823.0,0.344,0.117,3,0,0,0,0,0,0
40,2500.0,0.107,0.247,4,0,0,0,0,0,0
32,7069.0,0.116,0.374,6,0,0,0,0,0,0
25,4352.0,0.177,0.677,3,0,1,2,0,0,0
46,4818.0,0.445,0.101,2,0,1,0,0,0,0
44,3140.0,0.314,0.397,2,0,0,0,0,0,0
37,2500.0,0.128,0.239,4,0,0,0,0,0,0
56,5534.0,0.516,0.383,4,1,0,0,0,0,0
27,4189.0,0.571,0.589,2,0,0,0,0,0,0
22,6719.0,0.358,0.232,1,0,2,0,0,0,0
31,3337.0,0.448,0.41,2,0,1,0,0,0,1
37,3015.0,0.132,0.077,5,1,2,1,0,0,0
40,6800.0,0.254,0.275,2,0,1,0,0,0,0
35,8607.0,0.652,0.855,5,2,2,1,0,0,1
41,3656.0,0.234,0.693,3,0,1,0,1,0,0
25,2595.0,0.171,0.344,3,2,2,0,0,0,0
52,5243.0,0.053,0.093,3,2,1,0,0,0,0
